PRT_ID,AREA,INT_SQFT,DATE_SALE,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,DATE_BUILD,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,QS_ROOMS,QS_BATHROOM,QS_BEDROOM,QS_OVERALL,REG_FEE,COMMIS,INF_PRICE,1+0.04,"POWER(Z,Y)",SALES_PRICE
P00487,Anna Nagar,1755,10/3/2014,1,1,4,Adj Land,No,21-03-1971,House,NoSewer ,No Access,RL,3.8,4.5,2.1,3.295,308078,182565,15615797.12,1.04,1.36856905,11410310
P08117,Adyar,1296,21-04-2008,2,2,4,Family,No,26-04-1988,House,AllPub,No Access,RM,3.5,4.4,4.8,4.33,338320,49753,17231219.66,1.04,1.731676448,9950600
P06391,Velachery,1556,29-08-2009,2,1,4,Partial,No,3/9/1989,Others,NoSewer ,Paved,RL,4.6,2.4,4.4,3.55,289791,130873,15565273.65,1.04,1.665073507,9348100
P02470,Adyar,1170,29-09-2011,1,1,3,Adj Land,No,8/10/1975,House,NoSewer ,Gravel,RH,3,3.3,4,3.56,337985,18269,14062512.55,1.04,1.539454056,9134740
P09557,Adyar,901,12/10/2006,1,1,3,Partial,No,21-10-1969,Others,AllPub,Gravel,I,4.6,4.8,4.6,4.64,267514,84076,14315673.27,1.04,1.872981246,7643255
P02309,Karapakkam,1476,26-10-2011,2,2,4,Ab Normal,No,3/11/1979,Commercial,NoSewer ,Paved,RL,4.4,3.4,4.4,4.1,576800,126896,17759141.99,1.04,1.539454056,11536000
P08465,Adyar,847,23-12-2007,1,1,3,Partial,No,2/1/1968,Others,NoSewer ,Gravel,RH,2.6,2.1,2.7,2.55,284707,14985,13493209.03,1.04,1.800943506,7492300
P02310,Karapakkam,1192,26-10-2011,1,1,3,Family,No,31-10-1988,House,NoSewer ,No Access,I,4.5,4.5,3.6,4.14,235059,101503,8224148.432,1.04,1.539454056,5342250
P08626,T Nagar,2000,17-10-2007,2,1,5,Adj Land,No,23-10-1980,House,NoSewer ,No Access,RM,4.1,3.9,2.4,3.285,435100,95178,24487230.74,1.04,1.800943506,13596890
P09661,Velachery,1987,16-04-2006,3,2,5,Family,No,19-04-1995,Others,NoSewer ,Gravel,RH,3.7,3,2.9,3.15,423940,167345,20895578.13,1.04,1.872981246,11156320
P06041,Karapakkam,1567,4/11/2009,2,2,4,Family,No,8/11/1992,Others,AllPub,Gravel,C,4.2,2.9,4.5,3.93,247228,193147,12864149.78,1.04,1.665073507,7725875
P03794,Karapakkam,1188,9/1/2011,1,1,3,Partial,No,17-01-1977,Commercial,AllPub,No Access,RM,2.8,4.8,3.3,3.6,373141,186571,15116669.11,1.04,1.539454056,9819500
P04018,Adyar,737,24-11-2010,1,1,2,Family,No,2/12/1978,House,NoSewer ,No Access,A,2,2,3.5,2.75,123814,54169,6194681.839,1.04,1.601032219,3869180
P02964,KK Nagar,2078,22-06-2011,3,2,5,Ab Normal,No,27-06-1990,House,NoSewer ,Paved,RH,2.3,2.8,4.6,,475144,106665,14927808.88,1.04,1.539454056,9696820
P06128,Karapakkam,1145,16-10-2009,1,1,3,Normal Sale,No,20-10-1992,House,AllPub,Gravel,A,4.2,5,3.8,4.28,264492,82654,9174971.294,1.04,1.665073507,5510250
P02257,Karapakkam,971,4/11/2011,1,1,3,Normal Sale,No,11/11/1983,House,AllPub,Paved,RL,2.4,2.6,2.1,2.34,287342,156732,10053404.71,1.04,1.539454056,6530500
P02602,Adyar,1273,4/9/2011,2,2,4,Ab Normal,No,5/9/2005,Others,ELO,No Access,A,2.2,3.8,3.4,3.12,231002,96872,11471534.4,1.04,1.539454056,7451690
P07558,KK Nagar,1929,4/10/2008,3,2,5,Normal Sale,No,12/10/1978,Others,AllPub,Paved,RH,4.1,2.5,3.1,3.22,447655,81392,17618041.54,1.04,1.731676448,10173980
P03635,T Nagar,1749,10/2/2011,1,1,4,Ab Normal,No,18-02-1979,Others,NoSewer ,No Access,RH,3.5,2.5,4.3,3.61,374829,152274,18032256.54,1.04,1.539454056,11713410
P01156,Anna Nagar,1585,25-11-2012,1,1,4,Family,No,30-11-1995,Commercial,AllPub,No Access,RL,2.3,4.2,2.1,,469335,104297,25730775.55,1.04,1.480244285,17382790
P06729,KK Nagar,1425,11/6/2009,2,1,4,Normal Sale,No,15-06-1995,House,NoSewer ,Paved,RL,3.8,3.4,3.8,3.68,303705,69418,14448309.04,1.04,1.665073507,8677280
P00343,Chrompet,1052,22-06-2014,1,1,3,Normal Sale,No,24-06-2004,Others,NoSewer ,No Access,RH,4.4,2,4.4,3.44,261582,103048,10848291.03,1.04,1.36856905,7926740
P00100,T Nagar,1756,12/12/2014,1,1,4,Partial,No,20-12-1983,House,NoSewer ,Gravel,RL,5,5,3.5,4.325,483743,133029,16550885.61,1.04,1.36856905,12093570
P03999,Chrompet,1263,27-11-2010,2,1,4,Adj Land,No,2/12/1988,Others,NoSewer ,Gravel,RL,4.7,3.5,2.2,3.47,276562,127644,17030195.72,1.04,1.601032219,10637010
P07169,KK Nagar,1401,31-01-2009,2,1,4,Partial,No,5/2/1989,House,NoSewer ,Paved,RH,2.2,4.7,3,3.27,370510,148204,12338527.7,1.04,1.665073507,7410200
P00040,Chrompet,723,25-01-2015,1,1,2,Family,No,29-01-1998,Others,AllPub,Gravel,RM,2.7,4.1,5,3.95,242084,77813,11377361.93,1.04,1.315931779,8645860
P07638,T Nagar,1660,15-09-2008,1,1,4,Normal Sale,No,25-09-1971,Commercial,NoSewer ,Paved,RH,4,3.1,4.5,4,551420,249028,30802610.41,1.04,1.731676448,17787740
P04167,Chrompet,1199,24-10-2010,1,1,3,Adj Land,No,30-10-1985,Others,NoSewer ,Paved,RH,2.5,2,4.9,3.02,229015,27482,14666383.72,1.04,1.601032219,9160580
P08796,Velachery,1572,14-08-2007,2,1,4,Adj Land,No,19-08-1987,House,NoSewer ,Gravel,C,2,4.3,2.4,3.16,285791,65324,14705514.15,1.04,1.800943506,8165450
P08827,Anna Nagar,1535,3/8/2007,1,1,4,Family,No,11/8/1975,Others,ELO,Gravel,RH,3.6,3.1,4.3,3.755,298603,206725,20683367.92,1.04,1.800943506,11484740
P06132,KK Nagar,2189,16-10-2009,3,2,5,Adj Land,No,20-10-1994,Others,NoSewer ,Gravel,RH,4.9,4.5,2.7,3.9,470803,253509,20100567.57,1.04,1.665073507,12071880
P00079,Chrompet,1203,25-12-2014,2,1,4,Partial,No,29-12-1997,Commercial,AllPub,No Access,RL,2.6,4.8,3,3.6,426543,219734,17689507.69,1.04,1.36856905,12925550
P03121,Karapakkam,985,23-05-2011,1,1,3,Partial,No,28-05-1991,Others,AllPub,Gravel,RL,2.2,4.4,2.3,2.9,238300,59575,11464121.93,1.04,1.539454056,7446875
P01557,Karapakkam,1623,18-03-2012,2,2,4,Ab Normal,No,28-03-1974,Commercial,AllPub,Paved,RH,4.6,2.7,4.2,3.87,489657,291463,17257428,1.04,1.480244285,11658500
P04745,Adyar,1019,5/7/2010,1,1,3,Partial,No,12/7/1981,House,ELO,Gravel,C,3.7,3.5,3.4,3.51,213230,26654,10668374.12,1.04,1.601032219,6663435
P08883,Chrompet,802,9/7/2007,1,1,3,Ab Normal,No,11/7/1998,Others,NoSewer ,No Access,RM,3.4,4.2,3.6,3.78,262960,47811,14350800.31,1.04,1.800943506,7968490
P08909,T Nagar,1846,24-06-2007,2,1,5,Normal Sale,No,2/7/1973,Others,NoSewer ,No Access,RH,2.8,2,5,3.59,446535,173653,22338471.02,1.04,1.800943506,12403760
P03773,Chrompet,759,13-01-2011,1,1,2,Adj Land,No,17-01-1996,Others,AllPub,Paved,RL,4,4.7,3,3.98,252628,57045,12545442.15,1.04,1.539454056,8149280
P02174,KK Nagar,2060,24-11-2011,3,2,5,Ab Normal,No,1/12/1981,Commercial,NoSewer ,Paved,RL,3.1,3.6,4.5,3.81,704554,352277,24650662.02,1.04,1.539454056,16012600
P00922,T Nagar,1887,1/5/2013,2,1,5,Partial,No,11/5/1974,House,ELO,Gravel,RM,3,4.4,2.3,3.035,325601,234433,18537255.74,1.04,1.423311812,13024030
P02543,Karapakkam,1502,13-09-2011,2,2,4,Normal Sale,No,14-09-2004,House,NoSewer ,No Access,RM,2.2,2.2,2.4,2.28,361471,147875,12646999.94,1.04,1.539454056,8215250
P07228,Velachery,1568,14-01-2009,2,1,4,Family,No,22-01-1979,Others,NoSewer ,No Access,A,3.4,2.3,4.1,3.12,235388,114513,10592947.89,1.04,1.665073507,6361850
P09140,Chrompet,918,23-03-2007,1,1,3,Partial,No,28-03-1985,Commercial,NoSewer ,No Access,RM,3.6,2.7,4.2,3.42,327879,32788,19683051.85,1.04,1.800943506,10929300
P07212,Adyar,1289,19-01-2009,2,2,4,Normal Sale,No,29-01-1969,Commercial,AllPub,Gravel,RH,3.2,3.9,2.3,2.89,512208,87807,24367518.24,1.04,1.665073507,14634500
P04493,KK Nagar,1941,21-08-2010,3,2,5,Adj Land,No,26-08-1990,Others,NoSewer ,Gravel,RM,3.7,3.7,3.2,3.5,550279,220112,19578094.4,1.04,1.601032219,12228420
P05737,Velachery,1702,1/1/2010,2,1,4,Ab Normal,No,12/1/1965,Commercial,NoSewer ,No Access,I,4.4,2.3,2.3,2.83,476800,207836,19573659.54,1.04,1.601032219,12225650
P09872,Velachery,1726,31-12-2004,2,1,4,Partial,No,6/1/1983,House,NoSewer ,No Access,C,2.6,3,3.4,3.02,217748,122484,13784952.09,1.04,2.025816515,6804640
P06581,Karapakkam,1332,20-07-2009,1,1,3,Normal Sale,No,31-07-1965,Others,NoSewer ,Paved,RM,3.5,3.4,4.2,3.75,346983,140446,13756004.78,1.04,1.665073507,8261500
P08754,Adyar,658,1/9/2007,1,1,2,Adj Land,No,10/9/1968,Others,NoSewer ,Gravel,C,3.6,4.9,3.2,3.66,237272,36503,10956733.18,1.04,1.800943506,6083885
P08597,Chrompet,1008,27-10-2007,1,1,3,Adj Land,No,4/11/1975,Others,NoSewer ,Paved,RL,5,4.4,3.9,4.43,247412,106034,15913424.97,1.04,1.800943506,8836160
P05620,Anna Nagar,1924,24-01-2010,2,1,5,Family,No,1/2/1979,Others,ELO,No Access,RM,3,2,5,3.55,463081,95340,21806122.86,1.04,1.601032219,13620040
P07050,KK Nagar,2112,10/3/2009,3,2,5,Adj Land,No,13-03-1996,Commercial,NoSewer ,Gravel,RH,2.8,3,2.1,2.58,804310,351886,27900737.62,1.04,1.665073507,16756460
P01216,Chrompet,894,20-10-2012,1,1,3,Ab Normal,No,27-10-1984,Commercial,NoSewer ,No Access,RM,2.9,4.6,2.6,3.49,337354,97942,16108610.41,1.04,1.480244285,10882400
P04269,Adyar,1279,3/10/2010,2,2,4,Adj Land,No,11/10/1976,House,NoSewer ,Gravel,RH,4,3,5,4.3,362338,137101,15678764.42,1.04,1.601032219,9792910
P01760,Velachery,1547,12/2/2012,2,1,4,Ab Normal,No,23-02-1965,Others,ELO,Gravel,RM,4.9,3.5,2.5,3.55,343080,201812,14936538.18,1.04,1.480244285,10090590
P05320,Karapakkam,626,18-03-2010,1,1,2,Family,No,24-03-1985,House,AllPub,Paved,RH,4.2,3.4,3.7,3.76,248565,45655,8121636.187,1.04,1.601032219,5072750
P00204,T Nagar,1673,25-09-2014,1,1,4,Partial,No,6/10/1970,Others,NoSewer ,No Access,RM,4.8,4.4,3.1,3.935,389002,194501,16636763.32,1.04,1.36856905,12156320
P07487,KK Nagar,2194,25-10-2008,3,2,5,Partial,No,27-10-2002,Commercial,NoSewer ,Gravel,RH,2.8,3.7,4.2,3.63,722637,201666,29101723.17,1.04,1.731676448,16805520
P02875,KK Nagar,1678,8/7/2011,2,1,4,Partial,No,12/7/1995,Commercial,NoSewer ,Paved,RL,4.2,3.4,3,3.48,475514,271722,20915207.54,1.04,1.539454056,13586120
P00109,Chrompet,1257,7/12/2014,2,1,4,Normal Sale,No,16-12-1979,Commercial,NoSewer ,Paved,RL,4.7,2.5,5,3.91,413654,110308,18870445.92,1.04,1.36856905,13788450
P02551,Karapakkam,606,12/9/2011,1,1,2,Ab Normal,No,15-09-1998,Commercial,NoSewer ,No Access,RL,2.6,4.4,3.8,3.62,262590,85342,10106131.02,1.04,1.539454056,6564750
P05960,Karapakkam,1154,20-11-2009,1,1,3,Family,No,23-11-1997,House,NoSewer ,Paved,RM,3.5,4.7,5,4.46,236400,70920,13120779.24,1.04,1.665073507,7880000
P03736,Adyar,927,20-01-2011,1,1,3,Family,No,28-01-1978,Commercial,NoSewer ,Gravel,RM,4.7,5,2.6,3.71,469267,63414,19524734.15,1.04,1.539454056,12682895
P09322,Velachery,1511,17-01-2007,2,1,4,Family,No,28-01-1962,Commercial,NoSewer ,No Access,C,2.2,3.2,2.7,2.8,405284,166270,18715224.81,1.04,1.800943506,10391900
P01879,KK Nagar,1765,23-01-2012,2,1,4,Ab Normal,No,30-01-1983,Others,NoSewer ,Paved,RH,2.6,5,3.7,3.76,345539,177439,13823823.75,1.04,1.480244285,9338880
P03007,Karapakkam,1299,15-06-2011,1,1,3,Adj Land,No,26-06-1965,Commercial,NoSewer ,Paved,I,3,4.7,2.4,3.27,336186,177432,14376191.7,1.04,1.539454056,9338500
P05710,Karapakkam,849,7/1/2010,1,1,2,Normal Sale,No,16-01-1974,Others,NoSewer ,Paved,RH,3.2,2.3,4,3.25,204080,90702,9076051.518,1.04,1.601032219,5668875
P09366,Chrompet,908,4/1/2007,1,1,3,Normal Sale,No,13-01-1971,Others,AllPub,Paved,RH,4.7,2,4.3,3.5,188674,37735,13591648.6,1.04,1.800943506,7546960
P07659,KK Nagar,1990,9/9/2008,3,2,5,Adj Land,No,11/9/2002,House,NoSewer ,Gravel,RH,5,2.2,4.5,3.96,351520,117173,18446025.32,1.04,1.731676448,10652120
P01053,Anna Nagar,1857,23-01-2013,2,1,5,Normal Sale,No,1/2/1978,Others,NoSewer ,Gravel,RH,3.6,4.4,4.5,4.16,454873,66893,19041933.65,1.04,1.423311812,13378610
P07925,KK Nagar,1668,23-06-2008,2,1,4,Ab Normal,No,26-06-1997,House,AllPub,Gravel,RL,4.7,4.9,3,4.08,492186,231026,17394031.88,1.04,1.731676448,10044620
P05243,KK Nagar,1444,4/4/2010,2,1,4,Normal Sale,No,10/4/1984,House,AllPub,Gravel,RL,3.9,5,3.3,3.99,347841,173921,14655400.64,1.04,1.601032219,9153720
P09462,Velachery,1618,25-11-2006,2,1,4,Normal Sale,No,7/12/1958,Commercial,AllPub,Paved,A,4.2,4.5,3.7,4.19,458492,91698,21468691.66,1.04,1.872981246,11462310
P01949,Karapakkam,1159,9/1/2012,1,1,3,Adj Land,No,21-01-1962,Others,NoSewer ,No Access,RH,2.1,4.5,4.4,3.74,295182,67646,9102947.261,1.04,1.480244285,6149625
P04887,Chrompet,1008,10/6/2010,1,1,3,Partial,No,15-06-1991,Commercial,NoSewer ,Gravel,RM,3.7,2,3.2,2.87,317826,152557,20354002.65,1.04,1.601032219,12713050
P09566,Velachery,1543,3/10/2006,2,1,4,Normal Sale,No,15-10-1959,Commercial,ELO,No Access,RM,3.8,4.5,2.2,3.64,425726,206413,24162937.73,1.04,1.872981246,12900790
P09368,Chrompet,1231,3/1/2007,2,1,4,Adj Land,No,10/1/1978,Others,ELO,Gravel,RL,4.4,2,3.2,3.08,287600,143800,18498247.14,1.04,1.800943506,10271420
P00892,T Nagar,1995,18-05-2013,2,1,5,Family,No,26-05-1981,Others,NoSewer ,Paved,RL,3.9,3.5,3.2,3.485,396336,113239,20146750.97,1.04,1.423311812,14154840
P04171,KK Nagar,2113,23-10-2010,3,2,5,Adj Land,No,30-10-1982,Others,NoSewer ,Paved,RM,4.4,4.4,2.9,3.8,535058,304011,19469224.21,1.04,1.601032219,12160420
P03534,Karapakkam,1057,6/3/2011,1,1,3,Adj Land,No,17-03-1965,Commercial,NoSewer ,Paved,RH,3.8,3.5,4.2,3.87,307598,175770,13529491.97,1.04,1.539454056,8788500
P01155,Anna Nagar,1666,25-11-2012,1,1,4,Partial,No,1/12/1988,House,AllPub,Gravel,RL,4.2,3.8,3.6,3.86,383721,71948,17750023.69,1.04,1.480244285,11991280
P08373,Anna Nagar,1854,25-01-2008,2,1,5,Family,No,4/2/1965,Commercial,AllPub,Gravel,RH,4.1,2.7,2.2,2.99,553458,237196,34228940.07,1.04,1.731676448,19766360
P07266,Adyar,789,4/1/2009,1,1,2,Ab Normal,No,14-01-1971,Commercial,AllPub,Paved,A,4.5,4.1,2.4,3.37,315825,113373,13483881.82,1.04,1.665073507,8098070
P08115,Chrompet,1137,22-04-2008,1,1,3,Family,No,25-04-1997,Others,AllPub,Paved,RH,4.7,2.2,4.8,3.73,276289,53475,15433635.61,1.04,1.731676448,8912540
P05418,Karapakkam,1662,27-02-2010,2,2,4,Ab Normal,No,2/3/1996,Commercial,AllPub,Gravel,RH,2.3,4.2,4.4,3.71,628450,128255,20534038.72,1.04,1.601032219,12825500
P06712,Adyar,1065,18-06-2009,1,1,3,Adj Land,No,23-06-1990,Others,NoSewer ,Paved,I,4.9,5,3.5,4.22,339978,69739,14515086.82,1.04,1.665073507,8717385
P06808,KK Nagar,1621,17-05-2009,2,1,4,Family,No,24-05-1980,Others,NoSewer ,Paved,RM,3.6,4.7,2.4,3.45,446769,129067,16531182.8,1.04,1.665073507,9928200
P00150,Chrompet,1221,8/11/2014,2,1,4,Ab Normal,No,16-11-1980,Others,NoSewer ,Gravel,RL,2.1,2.5,4,2.83,324498,167166,13457508.99,1.04,1.36856905,9833270
P02313,KK Nagar,1577,26-10-2011,2,1,4,Family,No,28-10-2000,Commercial,NoSewer ,Gravel,RH,4.5,2,3.4,3.31,517819,172606,20439978.08,1.04,1.539454056,13277420
P00014,Anna Nagar,1525,12/2/2015,1,1,4,Normal Sale,No,20-02-1983,Commercial,AllPub,Paved,RL,4.2,3.9,5,4.445,526998,245932,23116434.03,1.04,1.315931779,17566590
P04716,Karapakkam,1122,12/7/2010,1,1,3,Ab Normal,No,16-07-1992,Others,NoSewer ,Gravel,I,3.4,5,4,4.12,248013,82671,11029911.21,1.04,1.601032219,6889250
P05992,Anna Nagar,1877,14-11-2009,2,1,5,Family,No,22-11-1979,Others,AllPub,No Access,RL,4.5,2.9,2.5,3.3,418064,156774,21753369.49,1.04,1.665073507,13064510
P09059,Chrompet,760,25-04-2007,1,1,2,Ab Normal,No,29-04-1990,House,AllPub,Gravel,RM,4.1,2.9,2.8,3.23,209669,50321,15104062.94,1.04,1.800943506,8386750
P07222,KK Nagar,2297,16-01-2009,4,2,6,Family,No,21-01-1992,Others,AllPub,Paved,RH,3.8,3.4,2.9,3.32,370230,231394,19264367.66,1.04,1.665073507,11569680
P03449,KK Nagar,2317,24-03-2011,4,2,6,Ab Normal,No,31-03-1983,House,NoSewer ,Paved,RH,5,4.6,2.2,3.76,462095,262554,16167592.81,1.04,1.539454056,10502160
P06975,Velachery,1616,1/4/2009,2,1,4,Family,No,5/4/1995,House,NoSewer ,Paved,RM,4.4,3.7,2.6,3.55,313415,195885,16308112.9,1.04,1.665073507,9794230
P07623,Chrompet,1238,17-09-2008,2,1,4,Normal Sale,No,26-09-1974,House,ELO,Paved,RM,3.3,4.1,2.6,3.41,299069,65421,16184074.91,1.04,1.731676448,9345900
P03626,T Nagar,1664,13-02-2011,1,1,4,Normal Sale,No,23-02-1969,Others,AllPub,Paved,RM,2.3,4.3,4.4,3.745,516824,119267,20400706.6,1.04,1.539454056,13251910
P00626,Anna Nagar,1537,23-11-2013,1,1,4,Normal Sale,No,28-11-1994,Commercial,NoSewer ,Paved,RM,3.6,4.2,3.4,3.67,476629,293310,26091981.35,1.04,1.423311812,18331880
P09760,Velachery,1731,6/9/2005,2,1,4,Partial,No,17-09-1961,Commercial,NoSewer ,Paved,RH,2.4,4.2,4.3,3.78,539147,242616,26255127.45,1.04,1.947900496,13478680
P07904,Chrompet,786,29-06-2008,1,1,2,Normal Sale,No,4/7/1988,House,ELO,Gravel,RM,3,4,3.1,3.43,212831,122787,14175157.06,1.04,1.731676448,8185800
P04768,Karapakkam,1685,2/7/2010,2,2,4,Ab Normal,No,12/7/1971,House,NoSewer ,Gravel,C,3.8,4.8,2.1,3.42,290756,166146,11083545.79,1.04,1.601032219,6922750
P07447,T Nagar,1549,6/11/2008,1,1,4,Adj Land,No,14-11-1978,House,NoSewer ,Paved,RM,4.8,3.1,4.8,4.375,461079,97069,21011555.93,1.04,1.731676448,12133650
P08647,Anna Nagar,1898,9/10/2007,2,1,5,Ab Normal,No,19-10-1965,Others,NoSewer ,No Access,RM,4.4,2.5,3.2,,337128,94396,24285957.29,1.04,1.800943506,13485130
P07662,Chrompet,1072,8/9/2008,1,1,3,Partial,No,18-09-1971,Commercial,AllPub,Gravel,RH,4.5,2.5,3.7,3.46,370014,47744,20669203.49,1.04,1.731676448,11935950
P02330,KK Nagar,1362,24-10-2011,2,1,4,Adj Land,No,30-10-1984,Commercial,NoSewer ,Gravel,RH,2.5,3.9,3.8,3.44,376549,230788,18699348.16,1.04,1.539454056,12146740
P05729,Adyar,952,3/1/2010,1,1,3,Partial,No,9/1/1987,Commercial,NoSewer ,Gravel,C,3.5,4.7,4.1,4.04,422082,158281,16894164.02,1.04,1.601032219,10552045
P00001,Chrompet,1066,17-02-2015,1,1,3,Ab Normal,No,24-02-1985,Commercial,AllPub,No Access,RM,4.9,3.6,2.5,3.66,409401,62031,16325581.25,1.04,1.315931779,12406100
P03543,Adyar,1300,5/3/2011,2,2,4,Ab Normal,No,11/3/1984,House,AllPub,Gravel,RM,2.2,2.3,3.8,3.02,439572,65936,16917530.16,1.04,1.539454056,10989305
P02570,T Nagar,1806,10/9/2011,2,1,5,Normal Sale,No,18-09-1979,House,AllPub,Paved,RH,4,2.2,4.2,3.64,426177,153897,18224426.59,1.04,1.539454056,11838240
P08984,Anna Nagar,1897,25-05-2007,2,1,5,Family,No,28-05-1995,House,NoSewer ,Paved,RL,2.8,3.2,2.9,2.94,492338,164113,22735182.85,1.04,1.800943506,12624040
P09158,Chrompet,1121,15-03-2007,1,1,3,Partial,No,20-03-1984,House,AllPub,Gravel,RH,2.2,3.6,4,3.3,215489,132609,14926309.82,1.04,1.800943506,8288050
P09545,Adyar,985,17-10-2006,1,1,3,Partial,No,25-10-1975,Commercial,NoSewer ,Paved,RL,4.5,2.9,4,3.93,392828,71423,22295715.9,1.04,1.872981246,11903865
P02771,Anna Nagar,1582,2/8/2011,1,1,4,Adj Land,No,8/8/1985,Commercial,ELO,Paved,RH,2.1,2.4,3.9,2.895,434969,121791,26784607.05,1.04,1.539454056,17398770
P02904,Velachery,1532,2/7/2011,2,1,4,Family,No,15-07-1958,Commercial,ELO,Paved,I,4.9,2.8,2.2,3.15,423724,229040,17629843.25,1.04,1.539454056,11452010
P07586,Adyar,812,26-09-2008,1,1,3,Ab Normal,No,4/10/1978,Others,AllPub,No Access,I,2,2.6,2.8,2.52,251434,50287,10885058.4,1.04,1.731676448,6285850
P04938,Chrompet,863,31-05-2010,1,1,3,Family,No,9/6/1973,House,AllPub,Gravel,RL,5,2.3,2.7,3.23,242226,125020,12510065.5,1.04,1.601032219,7813750
P01880,Karapakkam,1332,22-01-2012,1,1,3,Normal Sale,No,31-01-1975,Commercial,NoSewer ,Paved,RM,4.6,2.7,4.3,3.91,449430,235951,16631654.72,1.04,1.480244285,11235750
P05691,Adyar,1300,11/1/2010,2,2,4,Normal Sale,No,20-01-1975,House,NoSewer ,Paved,RH,3.6,3.3,3.1,3.29,333885,135359,14447594.66,1.04,1.601032219,9023925
P03549,Chrompet,809,4/3/2011,1,1,3,Ab Normal,No,13-03-1975,House,NoSewer ,Paved,RH,4,2.9,4,3.56,201847,110690,10023693.25,1.04,1.539454056,6511200
P06358,Karapakkam,542,6/9/2009,1,1,2,Normal Sale,No,15-09-1974,Others,NoSewer ,Paved,A,4.8,3.8,4.9,4.54,126567,48216,5017699.014,1.04,1.665073507,3013500
P05504,Karapakkam,1608,12/2/2010,2,2,4,Ab Normal,No,17-02-1989,House,ELO,Gravel,RM,3.3,2.4,3.4,3.07,388238,138656,14799541.57,1.04,1.601032219,9243750
P02099,KK Nagar,2271,11/12/2011,4,2,6,Ab Normal,No,14-12-1998,Commercial,NoSewer ,Gravel,RH,2.3,3.9,2.4,2.82,644646,296189,26821692.5,1.04,1.539454056,17422860
P03917,KK Nagar,1915,15-12-2010,3,2,5,Partial,No,17-12-2000,House,AllPub,Gravel,RH,3.7,4,3.1,3.55,327268,198344,15877756.72,1.04,1.601032219,9917200
P05611,KK Nagar,2152,26-01-2010,3,2,5,Partial,No,3/2/1980,Commercial,NoSewer ,Paved,RM,4,2.3,4.6,3.73,707062,168348,26953057.19,1.04,1.601032219,16834800
P08863,Adyar,1068,21-07-2007,1,1,3,Adj Land,No,30-07-1968,Others,NoSewer ,Paved,C,3.8,3.1,4.2,3.86,288302,7587,13663551.27,1.04,1.800943506,7586885
P05940,Velachery,1810,24-11-2009,3,2,5,Normal Sale,No,8/12/1955,House,AllPub,Paved,RH,4.4,4.7,3.3,4.21,347398,142522,14831858.73,1.04,1.665073507,8907630
P05699,Anna Nagar,1905,9/1/2010,2,1,5,Ab Normal,No,15-01-1985,Commercial,ELO,No Access,RM,3.8,3.4,3.4,3.54,555981,123551,32968295.34,1.04,1.601032219,20591900
P00880,T Nagar,1577,30-05-2013,1,1,4,Ab Normal,No,2/6/2003,House,NoSewer ,Gravel,RL,4.1,4.5,2,3.255,383765,179890,17069280.41,1.04,1.423311812,11992650
P00315,Chrompet,1248,7/7/2014,2,1,4,Family,No,12/7/1994,House,AllPub,Gravel,RL,4.7,2.3,5,3.83,311904,97470,13339442.53,1.04,1.36856905,9747000
P08575,Velachery,1555,2/11/2007,2,1,4,Partial,No,13-11-1963,House,NoSewer ,Gravel,RL,3.9,4,4.8,4.22,306689,113913,15780821.5,1.04,1.800943506,8762530
P01534,KK Nagar,2323,23-03-2012,4,2,6,Adj Land,No,30-03-1985,Commercial,AllPub,Paved,RH,4.4,3.5,3.7,3.85,858938,315528,25947705.35,1.04,1.480244285,17529340
P00256,Chrompet,849,21-08-2014,1,1,3,Ab Normal,No,24-08-2003,Others,NoSewer ,Paved,RM,3,2.8,4.8,3.46,264701,79410,12075404.79,1.04,1.36856905,8823380
P00770,Chrompet,1147,7/8/2013,1,1,3,Ab Normal,No,17-08-1973,Others,AllPub,Gravel,RM,2.9,2.6,3.1,2.84,335029,131981,14450016.61,1.04,1.423311812,10152390
P04455,Karapakkam,973,27-08-2010,1,1,3,Partial,No,28-08-2004,Others,ELO,Paved,RL,4.1,2.4,3.9,3.51,295792,151335,11013300.5,1.04,1.601032219,6878875
P07241,Anna Nagar,1689,9/1/2009,1,1,4,Normal Sale,No,16-01-1981,Others,AllPub,Paved,RM,3.2,2.5,3.1,2.985,349824,148003,22403197.72,1.04,1.665073507,13454780
P02659,Adyar,1268,24-08-2011,2,2,4,Normal Sale,No,27-08-1996,Others,AllPub,No Access,RM,2.7,3.7,3.9,3.5,344625,150773,16579188.95,1.04,1.539454056,10769525
P08816,T Nagar,1640,9/8/2007,1,1,4,Partial,No,11/8/1998,House,NoSewer ,No Access,RH,3.6,3.3,3.8,3.615,413713,82743,18626852.52,1.04,1.800943506,10342830
P07856,KK Nagar,2404,11/7/2008,4,2,6,Normal Sale,No,17-07-1987,House,AllPub,Paved,RH,4.5,3.5,3.7,3.88,331219,220812,19118781.62,1.04,1.731676448,11040620
P05929,Chrompet,797,27-11-2009,1,1,2,Normal Sale,No,1/12/1993,Others,NoSewer ,No Access,RL,3.4,4.5,4.1,4.05,186183,78770,11923408.23,1.04,1.665073507,7160890
